DOClass,Disease,DiseaseClass,EvidenceIndexGDA,EvidenceLevelGDA,FirstRef,Gene,GeneDPI,GeneDSI,GeneFullName,GenePLI,HPOClass,LastRef,NumDiseasesAssociatedToGene,NumGenesDisease,NumPMIDs,NumVariantsAssociatedToGene,NumVariantsDisease,NumVariantsGDA,PathwayIDs,PathwayNames,ProteinClass,ScoreGDA,SemanticType,Type,UnitProt,diseaseUMLSCUI,geneEnsemblIDs,geneNcbiID,geneNcbiType,numCTs,numberChemsIncludedInEvidence,numberPmidsWithChemsIncludedInEvidence
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,PRLHR,0.7,0.66,prolactin releasing hormone receptor,0.14405,Abnormality of the cardiovascular system (01626),,1,301,0,0,371,0,R-HSA-162582,Signal Transduction,G-protein coupled receptor,0.55,Disease or Syndrome (T047),disease,"P49683,A5JUU5",C0020538,ENSG00000119973,2834,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,TPM1,0.87,0.5,tropomyosin 1,0.00058647,Abnormality of the cardiovascular system (01626),2012.0,22,301,1,289,371,0,R-HSA-397014,Muscle contraction,Cellular structure,0.5,Disease or Syndrome (T047),disease,"A0A0K0K1I0,D9YZV4,B7Z722,H0YK48,H7BYY1,D9YZV7,D9YZV5,P09493,F5H7S3,O15513",C0020538,ENSG00000140416,7168,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1983.0,AOC1,0.83,0.55,amine oxidase copper containing 1,2.3395e-20,Abnormality of the cardiovascular system (01626),1983.0,3,301,1,6,371,0,"R-HSA-1430728,R-HSA-168256","Metabolism,Immune System",,0.5,Disease or Syndrome (T047),disease,P19801,C0020538,ENSG00000002726,26,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,ITM2B,0.83,0.58,integral membrane protein 2B,0.57507,Abnormality of the cardiovascular system (01626),2012.0,6,301,1,7,371,0,R-HSA-392499,Metabolism of proteins,,0.5,Disease or Syndrome (T047),disease,"Q9Y287,A0A384MDP7",C0020538,ENSG00000136156,9445,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2006.0,GJA4,0.87,0.58,gap junction protein alpha 4,0.029819,Abnormality of the cardiovascular system (01626),2006.0,10,301,1,1,371,0,R-HSA-5653656,Vesicle-mediated transport,Cell-cell junction,0.5,Disease or Syndrome (T047),disease,P35212,C0020538,ENSG00000187513,2701,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2001.0,COL1A1,0.91,0.4,collagen type I alpha 1 chain,1.0,Abnormality of the cardiovascular system (01626),2001.0,94,301,1,1030,371,0,"R-HSA-109582,R-HSA-1474244,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-5653656,R-HSA-74160","Hemostasis,Extracellular matrix organization,Signal Transduction,Disease,Immune System,Vesicle-mediated transport,Gene expression (Transcription)",,0.5,Disease or Syndrome (T047),disease,P02452,C0020538,ENSG00000108821,1277,protein-coding,1,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2007.0,TRPC5,0.7,0.61,transient receptor potential cation channel subfamily C member 5,,Abnormality of the cardiovascular system (01626),2007.0,2,301,1,1,371,0,"R-HSA-1266738,R-HSA-382551","Developmental Biology,Transport of small molecules",Ion channel,0.5,Disease or Syndrome (T047),disease,Q9UL62,C0020538,ENSG00000072315,7224,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,PROC,0.91,0.46,"protein C, inactivator of coagulation factors Va and VIIIa",2.1626e-05,Abnormality of the cardiovascular system (01626),2012.0,31,301,1,172,371,0,"R-HSA-109582,R-HSA-392499","Hemostasis,Metabolism of proteins",Enzyme,0.5,Disease or Syndrome (T047),disease,"P04070,B4DPC8",C0020538,ENSG00000115718,5624,protein-coding,1,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2016.0,MYD88,0.91,0.41,MYD88 innate immune signal transduction adaptor,0.042161,Abnormality of the cardiovascular system (01626),2016.0,40,301,1,44,371,0,"R-HSA-162582,R-HSA-1643685,R-HSA-168256","Signal Transduction,Disease,Immune System",Enzyme modulator,0.5,Disease or Syndrome (T047),disease,"Q99836,A0A3B3ITY3,A0A3F2YP85,A0A0A0MSI9",C0020538,ENSG00000172936,4615,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,PTPRD,0.96,0.53,protein tyrosine phosphatase receptor type D,1.0,Abnormality of the cardiovascular system (01626),,14,301,0,113,371,0,R-HSA-112316,Neuronal System,Enzyme,0.5,Disease or Syndrome (T047),disease,"Q3KPI9,Q2HXI4,Q59H90,P23468",C0020538,ENSG00000153707,5789,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,INVS,0.61,0.62,inversin,1.6677999999999999e-21,Abnormality of the cardiovascular system (01626),,5,301,0,316,371,0,,,,0.5,Disease or Syndrome (T047),disease,"Q9Y283,Q2M1I4",C0020538,ENSG00000119509,27130,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2020.0,MYH7,0.91,0.48,myosin heavy chain 7,1.514e-19,Abnormality of the cardiovascular system (01626),2020.0,78,301,1,1842,371,0,,,,0.45,Disease or Syndrome (T047),disease,P12883,C0020538,ENSG00000092054,4625,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2003.0,ADCY5,0.87,0.54,adenylate cyclase 5,1.0,Abnormality of the cardiovascular system (01626),2003.0,28,301,1,78,371,0,"R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551","Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules",,0.45,Disease or Syndrome (T047),disease,"B7Z2C7,A0A384P5Q5,O95622,B3KWA8",C0020538,ENSG00000173175,111,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1997.0,HRH3,0.7,0.57,histamine receptor H3,0.00053882,Abnormality of the cardiovascular system (01626),1997.0,4,301,1,0,371,0,R-HSA-162582,Signal Transduction,G-protein coupled receptor,0.45,Disease or Syndrome (T047),disease,Q9Y5N1,C0020538,ENSG00000101180,11255,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2001.0,COL3A1,0.91,0.44,collagen type III alpha 1 chain,1.0,Abnormality of the cardiovascular system (01626),2001.0,46,301,1,1147,371,0,"R-HSA-1266738,R-HSA-1474244,R-HSA-162582,R-HSA-168256,R-HSA-5653656","Developmental Biology,Extracellular matrix organization,Signal Transduction,Immune System,Vesicle-mediated transport",,0.45,Disease or Syndrome (T047),disease,P02461,C0020538,ENSG00000168542,1281,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,INF2,0.83,0.57,inverted formin 2,0.32386,Abnormality of the cardiovascular system (01626),,26,301,0,366,371,1,,,,0.45,Disease or Syndrome (T047),disease,Q27J81,C0020538,ENSG00000203485,64423,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,NQO1,0.91,0.44,NAD(P)H quinone dehydrogenase 1,2.3078e-08,Abnormality of the cardiovascular system (01626),,44,301,0,2,371,0,"R-HSA-1430728,R-HSA-8953897","Metabolism,Cellular responses to stimuli",,0.45,Disease or Syndrome (T047),disease,"B4DLR8,P15559",C0020538,ENSG00000181019,1728,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,RAMP2,0.65,0.65,receptor activity modifying protein 2,0.0074044,Abnormality of the cardiovascular system (01626),,5,301,0,1,371,0,R-HSA-162582,Signal Transduction,Receptor,0.45,Disease or Syndrome (T047),disease,O60895,C0020538,ENSG00000131477,10266,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,GBA1,0.91,0.43,glucosylceramidase beta 1,9.8755e-05,Abnormality of the cardiovascular system (01626),,32,301,0,208,371,1,"R-HSA-1430728,R-HSA-392499","Metabolism,Metabolism of proteins",,0.45,Disease or Syndrome (T047),disease,"P04062,A0A068F658,B7Z6S9",C0020538,ENSG00000177628,2629,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,HLA-DQA1,0.91,0.44,"major histocompatibility complex, class II, DQ alpha 1",0.00063922,Abnormality of the cardiovascular system (01626),,93,301,0,61,371,0,R-HSA-168256,Immune System,Immune response,0.45,Disease or Syndrome (T047),disease,"A0A173ADG5,P01909,Q8MH44",C0020538,ENSG00000196735,3117,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,BMAL2,0.83,0.61,basic helix-loop-helix ARNT like 2,2.0727e-06,Abnormality of the cardiovascular system (01626),,6,301,0,2,371,0,R-HSA-400253,Circadian Clock,Transcription factor,0.45,Disease or Syndrome (T047),disease,Q8WYA1,C0020538,ENSG00000029153,56938,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,ABCC8,0.87,0.48,ATP binding cassette subfamily C member 8,8.7501e-33,Abnormality of the cardiovascular system (01626),,50,301,0,692,371,0,"R-HSA-112316,R-HSA-1430728,R-HSA-1643685","Neuronal System,Metabolism,Disease",Transporter,0.45,Disease or Syndrome (T047),disease,Q09428,C0020538,ENSG00000006071,6833,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,MEN1,0.96,0.42,menin 1,1.0,Abnormality of the cardiovascular system (01626),,49,301,0,910,371,1,"R-HSA-162582,R-HSA-392499,R-HSA-74160","Signal Transduction,Metabolism of proteins,Gene expression (Transcription)",,0.45,Disease or Syndrome (T047),disease,"Q9GZQ5,O00255",C0020538,ENSG00000133895,4221,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,COL4A4,0.7,0.56,collagen type IV alpha 4 chain,3.6356e-10,Abnormality of the cardiovascular system (01626),,28,301,0,605,371,4,"R-HSA-1266738,R-HSA-1474244,R-HSA-162582","Developmental Biology,Extracellular matrix organization,Signal Transduction",,0.45,Disease or Syndrome (T047),disease,P53420,C0020538,ENSG00000081052,1286,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,RASGRP3,0.74,0.66,RAS guanyl releasing protein 3,8.0531e-07,Abnormality of the cardiovascular system (01626),,3,301,0,10,371,0,"R-HSA-162582,R-HSA-168256","Signal Transduction,Immune System",Enzyme modulator,0.45,Disease or Syndrome (T047),disease,Q8IV61,C0020538,ENSG00000152689,25780,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,,KIF6,0.65,0.65,kinesin family member 6,4.0425e-17,Abnormality of the cardiovascular system (01626),,10,301,0,9,371,0,"R-HSA-109582,R-HSA-5653656","Hemostasis,Vesicle-mediated transport",Cellular structure,0.45,Disease or Syndrome (T047),disease,Q6ZMV9,C0020538,ENSG00000164627,221458,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2010.0,IER3,0.87,0.6,immediate early response 3,0.0028573,Abnormality of the cardiovascular system (01626),2010.0,7,301,1,2,371,0,R-HSA-162582,Signal Transduction,,0.4,Disease or Syndrome (T047),disease,"P46695,A0A1U9X7X2",C0020538,ENSG00000137331,8870,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2000.0,MC2R,0.83,0.54,melanocortin 2 receptor,0.000822,Abnormality of the cardiovascular system (01626),2000.0,14,301,1,104,371,0,"R-HSA-162582,R-HSA-1643685","Signal Transduction,Disease",G-protein coupled receptor,0.4,Disease or Syndrome (T047),disease,Q01718,C0020538,ENSG00000185231,4158,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,MDH1,0.91,0.54,malate dehydrogenase 1,0.47213,Abnormality of the cardiovascular system (01626),2012.0,6,301,1,23,371,0,R-HSA-1430728,Metabolism,Enzyme,0.4,Disease or Syndrome (T047),disease,"A0A5K1VW95,P40925,V9HWF2",C0020538,ENSG00000014641,4190,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,NPTN,0.7,0.64,neuroplastin,0.99999,Abnormality of the cardiovascular system (01626),2012.0,4,301,1,2,371,0,R-HSA-112316,Neuronal System,Receptor,0.4,Disease or Syndrome (T047),disease,Q9Y639,C0020538,ENSG00000156642,27020,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2013.0,KSR2,0.61,0.69,kinase suppressor of ras 2,1.0,Abnormality of the cardiovascular system (01626),2013.0,8,301,1,22,371,1,"R-HSA-162582,R-HSA-1643685","Signal Transduction,Disease",Kinase,0.4,Disease or Syndrome (T047),disease,Q6VAB6,C0020538,ENSG00000171435,283455,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,CXCL2,0.83,0.5,C-X-C motif chemokine ligand 2,5.4312e-05,Abnormality of the cardiovascular system (01626),2012.0,22,301,1,0,371,0,"R-HSA-162582,R-HSA-168256","Signal Transduction,Immune System",Signaling,0.4,Disease or Syndrome (T047),disease,P19875,C0020538,ENSG00000081041,2920,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1986.0,MOXD2P,0.04,1.0,"monooxygenase DBH like 2, pseudogene",,Abnormality of the cardiovascular system (01626),1986.0,1,301,1,0,371,0,,,,0.4,Disease or Syndrome (T047),disease,,C0020538,ENSG00000240268,100289017,pseudo,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1996.0,HTR2B,0.74,0.56,5-hydroxytryptamine receptor 2B,1.5287e-08,Abnormality of the cardiovascular system (01626),1996.0,10,301,1,1,371,0,R-HSA-162582,Signal Transduction,G-protein coupled receptor,0.4,Disease or Syndrome (T047),disease,P41595,C0020538,ENSG00000135914,3357,protein-coding,0,2,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2010.0,ORAI1,0.87,0.5,ORAI calcium release-activated calcium modulator 1,,Abnormality of the cardiovascular system (01626),2010.0,6,301,1,114,371,0,"R-HSA-109582,R-HSA-168256,R-HSA-397014","Hemostasis,Immune System,Muscle contraction",Ion channel,0.4,Disease or Syndrome (T047),disease,Q96D31,C0020538,ENSG00000276045,84876,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2013.0,RALBP1,0.87,0.54,ralA binding protein 1,0.79507,Abnormality of the cardiovascular system (01626),2013.0,4,301,1,2,371,0,R-HSA-162582,Signal Transduction,Enzyme modulator,0.4,Disease or Syndrome (T047),disease,Q15311,C0020538,ENSG00000017797,10928,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2016.0,REG3G,0.65,0.67,regenerating family member 3 gamma,1.8995e-07,Abnormality of the cardiovascular system (01626),2016.0,1,301,1,0,371,0,R-HSA-168256,Immune System,,0.4,Disease or Syndrome (T047),disease,Q6UW15,C0020538,ENSG00000143954,130120,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,GCLC,0.91,0.49,glutamate-cysteine ligase catalytic subunit,0.99952,Abnormality of the cardiovascular system (01626),2012.0,17,301,1,9,371,0,"R-HSA-1430728,R-HSA-1643685,R-HSA-8953897","Metabolism,Disease,Cellular responses to stimuli",Enzyme,0.4,Disease or Syndrome (T047),disease,"P48506,Q14TF0,E1CEI4",C0020538,ENSG00000001084,2729,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2007.0,ABCC1,0.91,0.44,ATP binding cassette subfamily C member 1 (ABCC1 blood group),1.1516e-06,Abnormality of the cardiovascular system (01626),2007.0,12,301,1,23,371,0,"R-HSA-1430728,R-HSA-382551,R-HSA-8953897,R-HSA-9748784","Metabolism,Transport of small molecules,Cellular responses to stimuli,Drug ADME",Transporter,0.4,Disease or Syndrome (T047),disease,P33527,C0020538,ENSG00000103222,4363,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,FXYD2,0.44,0.71,FXYD domain containing ion transport regulator 2,0.0079207,Abnormality of the cardiovascular system (01626),2012.0,3,301,1,7,371,0,"R-HSA-1643685,R-HSA-382551,R-HSA-397014","Disease,Transport of small molecules,Muscle contraction",Transporter,0.4,Disease or Syndrome (T047),disease,P54710,C0020538,ENSG00000137731,486,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2020.0,GAD1,0.96,0.5,glutamate decarboxylase 1,0.27606,Abnormality of the cardiovascular system (01626),2020.0,31,301,1,92,371,0,"R-HSA-112316,R-HSA-74160","Neuronal System,Gene expression (Transcription)",Enzyme,0.4,Disease or Syndrome (T047),disease,"A0A0S2Z3V5,Q8IVA8,Q99259",C0020538,ENSG00000128683,2571,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2009.0,RPS6KB1,0.91,0.43,ribosomal protein S6 kinase B1,0.99925,Abnormality of the cardiovascular system (01626),2009.0,11,301,1,6,371,0,R-HSA-162582,Signal Transduction,Kinase,0.4,Disease or Syndrome (T047),disease,P23443,C0020538,ENSG00000108443,6198,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2018.0,HRH2,0.83,0.58,histamine receptor H2,0.99368,Abnormality of the cardiovascular system (01626),2018.0,7,301,1,0,371,0,R-HSA-162582,Signal Transduction,G-protein coupled receptor,0.4,Disease or Syndrome (T047),disease,"A0A1B0GTK7,P25021",C0020538,ENSG00000113749,3274,protein-coding,0,3,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1983.0,LHB,0.61,0.64,luteinizing hormone subunit beta,0.00012708,Abnormality of the cardiovascular system (01626),1983.0,21,301,1,6,371,0,"R-HSA-1430728,R-HSA-162582,R-HSA-392499","Metabolism,Signal Transduction,Metabolism of proteins",Signaling,0.4,Disease or Syndrome (T047),disease,"A0A0F7RQE6,P01229",C0020538,ENSG00000104826,3972,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,GSTA5,0.39,0.78,glutathione S-transferase alpha 5,,Abnormality of the cardiovascular system (01626),2012.0,1,301,1,0,371,0,R-HSA-1430728,Metabolism,,0.4,Disease or Syndrome (T047),disease,Q7RTV2,C0020538,ENSG00000182793,221357,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,1991.0,EDN3,0.83,0.55,endothelin 3,0.38017,Abnormality of the cardiovascular system (01626),1991.0,15,301,1,61,371,0,"R-HSA-1266738,R-HSA-162582","Developmental Biology,Signal Transduction",Signaling,0.4,Disease or Syndrome (T047),disease,"P14138,Q4FAT2",C0020538,ENSG00000124205,1908,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,GSTT2,0.44,0.72,glutathione S-transferase theta 2 (gene/pseudogene),,Abnormality of the cardiovascular system (01626),2012.0,4,301,1,0,371,0,R-HSA-1430728,Metabolism,,0.4,Disease or Syndrome (T047),disease,P0CG29,C0020538,ENSG00000099984,2953,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2012.0,ATOX1,0.52,0.67,antioxidant 1 copper chaperone,0.082163,Abnormality of the cardiovascular system (01626),2012.0,4,301,1,0,371,0,"R-HSA-168256,R-HSA-8953897","Immune System,Cellular responses to stimuli",,0.4,Disease or Syndrome (T047),disease,O00244,C0020538,ENSG00000177556,475,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,1.0,,2020.0,AIF1,0.87,0.5,allograft inflammatory factor 1,1.9746e-07,Abnormality of the cardiovascular system (01626),2020.0,8,301,1,4,371,0,,,Calcium-binding protein,0.4,Disease or Syndrome (T047),disease,"I3WTX1,P55008,Q4V347",C0020538,ENSG00000204472,199,protein-coding,0,1,1
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,MTX2,0.52,0.64,metaxin 2,0.00031335,Abnormality of the cardiovascular system (01626),,12,301,0,7,371,1,"R-HSA-1852241,R-HSA-9609507","Organelle biogenesis and maintenance,Protein localization",,0.4,Disease or Syndrome (T047),disease,O75431,C0020538,ENSG00000128654,10651,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,BRCA1,0.96,0.34,BRCA1 DNA repair associated,1.4282e-34,Abnormality of the cardiovascular system (01626),,83,301,0,5749,371,0,"R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-392499,R-HSA-73894,R-HSA-74160,R-HSA-8953897","Reproduction,Cell Cycle,Disease,Metabolism of proteins,DNA Repair,Gene expression (Transcription),Cellular responses to stimuli",Enzyme,0.4,Disease or Syndrome (T047),disease,"A0A9Y1QQK3,P38398",C0020538,ENSG00000012048,672,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,DARS2,0.78,0.57,"aspartyl-tRNA synthetase 2, mitochondrial",7.8364e-13,Abnormality of the cardiovascular system (01626),,16,301,0,74,371,2,R-HSA-392499,Metabolism of proteins,Enzyme,0.4,Disease or Syndrome (T047),disease,"Q9H9J7,Q6PI48",C0020538,ENSG00000117593,55157,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,FAT1,0.91,0.5,FAT atypical cadherin 1,1.443e-17,Abnormality of the cardiovascular system (01626),,24,301,0,24,371,0,,,,0.4,Disease or Syndrome (T047),disease,Q14517,C0020538,ENSG00000083857,2195,protein-coding,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,PKD1-AS1,0.13,0.83,PKD1 antisense RNA 1,,Abnormality of the cardiovascular system (01626),,8,301,0,240,371,1,,,,0.4,Disease or Syndrome (T047),disease,,C0020538,ENSG00000259933,105371049,ncRNA,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,,0.39,0.72,GBA recombination region,,Abnormality of the cardiovascular system (01626),,28,301,0,0,371,0,,,,0.4,Disease or Syndrome (T047),disease,,C0020538,,106627981,biological-region,0,0,0
disease of anatomical entity (7),High blood pressure,Cardiovascular Diseases,,,,,0.17,0.85,ATAC-STARR-seq lymphoblastoid silent region 15559,,Abnormality of the cardiovascular system (01626),,5,301,0,0,371,0,,,,0.4,Disease or Syndrome (T047),disease,,C0020538,,129992813,biological-region,0,0,0
